		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000100011    5    3    3    5    4    1    3    3  4.792630 0.779493 SUCCESS  16
000100101    3    0    3    6    0    3    3    3  9.371324 0.311946 SUCCESS  17
000100111    6    3    4    2    2    7    4    5 12.217837 0.141746 SUCCESS  18
000101001    2    2    1    6    0    6    4    3 12.024760 0.150103 SUCCESS  19
000101011    1    6    1    6    2    3    3    3  9.614050 0.293166 SUCCESS  20
000101101    7    3    2    3    5    4    1    2  9.735413 0.284090 SUCCESS  21
000101111    0    2    6    1    1    1    3    1 11.831682 0.158873 SUCCESS  22
000110011    5    6    1    2    2    2    3    3  7.081977 0.527814 SUCCESS  23
000110101    4    5    4    4    4    8    7    2 18.523195 0.017628 SUCCESS  24
000110111    2    2    3    2    5    3    2    0  5.719402 0.678630 SUCCESS  25
000111001    4    5    0    3    1    2    2    4  7.252989 0.509599 SUCCESS  26
000111011    5    2    3    4    3    2    1    2  4.136167 0.844634 SUCCESS  27
000111101    4    3    1    3    3    2    6    4  5.791116 0.670617 SUCCESS  28
000111111    1    3    3    1    2    0    1    3  7.181274 0.517207 SUCCESS  29
001000011    3    6    3    2    5    7    2    3 11.390362 0.180546 SUCCESS  30
001000101    5    2    1    3    4    3    6    2  7.203340 0.514861 SUCCESS  31
001000111    4    2    1    6    2    3    3    4  6.083491 0.637880 SUCCESS  32
001001011    3    2    2    2    1    2    6    1  7.131626 0.522500 SUCCESS  33
001001101    3    7    8    6    5    1    2    3 21.518653 0.005890 FAILURE  34
001001111    3    5    2    2    4    5    5    5  7.153692 0.520145 SUCCESS  35
001010011    2    1    3    6    2    2    5    2  7.374352 0.496833 SUCCESS  36
001010101    0    4    2    3    3    1    1    3  6.304151 0.613203 SUCCESS  37
001010111    5    3    3    3    3    2    2    6  5.498742 0.703179 SUCCESS  38
001011011    8    5    3    3    3    2    2    2 11.561374 0.171873 SUCCESS  39
001011101    4    1    5    4    2    2    4    2  4.963642 0.761455 SUCCESS  40
001011111    1    1    4    2    0    3    3    2  6.596525 0.580722 SUCCESS  41
001100101    2    1    6    2    4    3    5    1  8.494201 0.386741 SUCCESS  42
001100111    7    4    2    3    5    4    2    4  9.272027 0.319870 SUCCESS  43
001101011    3    4    5    3    3    3    6    2  5.620105 0.689700 SUCCESS  44
001101101    3    2    2    2    5    2    3    5  4.257530 0.833173 SUCCESS  45
001101111    2    0    1    2    3    1    5    2  8.008749 0.432616 SUCCESS  46
001110101    9    1    5    1    2    4    5    6 22.809514 0.003618 FAILURE  47
001110111    3    3    4    3    2    2    1    4  2.723943 0.950470 SUCCESS  48
001111011    3    6    1    5    2    1    3    3  7.788089 0.454439 SUCCESS  49
001111101    2    4    3    1    3    3    2    4  2.723943 0.950470 SUCCESS  50
001111111    0    1    2    1    2    5    4    3  8.130112 0.420865 SUCCESS  51
010000011    2    6    2    2    2    1    3    2  6.133139 0.632321 SUCCESS  52
010000111    2    3    3    1    3    7    4    5  9.443038 0.306310 SUCCESS  53
010001011    3    3    3    1    5    3    4    2  3.551418 0.895163 SUCCESS  54
010001111    4    4    1    3    2    2    3    3  2.723943 0.950470 SUCCESS  55
010010011    2    3    4    1    4    4    2    3  3.137681 0.925422 SUCCESS  56
010010111    4    2    6    4    0    3    7    2 13.679709 0.090505 SUCCESS  57
010011011    3    3    3    5    5    2    3    5  4.913993 0.766728 SUCCESS  58
010011111    4    4    3    0    3    6    5    3  8.736927 0.364972 SUCCESS  59
010100011    3    2    1    3    4    4    2    1  4.014804 0.855785 SUCCESS  60
010100111    3    3    6    1    3    5    3    2  6.497228 0.591715 SUCCESS  61
010101011    1    3    1    3    3    2    3    3  2.894955 0.940776 SUCCESS  62
010101111    1    3    1    4    3    1    2    1  5.890413 0.659506 SUCCESS  63
010110011    2    0    1    4    4    2    3    4  6.133139 0.632321 SUCCESS  64
010110111    6    5    2    4    1    1    3    3  8.201826 0.414008 SUCCESS  65
010111011    5    2    6    3    1    1    9    4 21.275927 0.006449 FAILURE  66
010111111    1    2    3    2    0    3    5    1  7.716374 0.461654 SUCCESS  67
011000111    1    8    3    2    3    3    5    3 12.267486 0.139662 SUCCESS  68
011001111    2    1    1    4    3    3    2    4  4.014804 0.855785 SUCCESS  69
011010111    5    4    4    2    4    3    4    3  3.501770 0.899052 SUCCESS  70
011011111    3    2    3    3    3    2    1    4  2.310206 0.969995 SUCCESS  71
011101111    3    2    5    4    1    0    4    1  8.251475 0.409299 SUCCESS  72
011111111    1    1    3    2    0    5    0    2 10.711833 0.218568 SUCCESS  73
100000000    3    2    1    1    3    8    1    3 13.315620 0.101442 SUCCESS  74
100010000    5    9    1    1    6    4    2    0 24.271386 0.002064 FAILURE  75
100100000    0    3    2    0    5    5    2    5 11.197285 0.190769 SUCCESS  76
100101000    1    2    2    0    4    1    2    3  6.888900 0.548666 SUCCESS  77
100110000    2    1    3    2    3    1    4    2  3.893441 0.866607 SUCCESS  78
100111000    8    6    3    3    4    2    2    4 13.922435 0.083810 SUCCESS  79
101000000    3    6    2    4    6    1    1    2 10.320162 0.243270 SUCCESS  80
101000100    2    3    4    1    3    8    1    3 12.438497 0.132685 SUCCESS  81
101001000    2    3    0    4    4    3    2    5  5.962128 0.651474 SUCCESS  82
101001100    6    3    5    5    4    2    5    1  9.978139 0.266564 SUCCESS  83
101010000    6    4    3    6    2    3    2    1  9.029301 0.339830 SUCCESS  84
101010100    1    6    4    5    2    4    4    1  9.029301 0.339830 SUCCESS  85
101011000    5    4    1    5    4    1    4    3  6.910966 0.546269 SUCCESS  86
101011100    4    4    2    2    5    6    0    4  9.735413 0.284090 SUCCESS  87
101100000    3    1    4    3    2    2    3    0  5.305665 0.724462 SUCCESS  88
101100100    3    2    3    8    4    2    1    2 11.732385 0.163550 SUCCESS  89
101101000    3    2    4    0    6    2    2    5  9.200312 0.325681 SUCCESS  90
101101100    7    2    3    2    3    4    4    4  7.738440 0.459428 SUCCESS  91
101110000    4    2    2    3    1    7    3    4  8.615564 0.375756 SUCCESS  92
101110100    3    3    5    7    5    2    4    2  9.978139 0.266564 SUCCESS  93
101111000    2    1    2    1    4    0    3    3  6.596525 0.580722 SUCCESS  94
101111100    3    4    3    2    2    1    6    3  5.669754 0.684169 SUCCESS  95
110000000    3    2    2    3    1    4    1    2  3.893441 0.866607 SUCCESS  96
110000010    3    4    3    2    3    2    6    3  4.378893 0.821424 SUCCESS  97
110000100    2    1    4    2    4    0    3    4  6.133139 0.632321 SUCCESS  98
110001000    7    5    2    2    4    4    4    0 12.267486 0.139662 SUCCESS  99
110001010    1    6    2    7    3    4    4    5 13.216323 0.104620 SUCCESS 100
110010000    1    2    2    3    3    6    2    5  7.081977 0.527814 SUCCESS 101
110010010    3    2    1    3    5    0    4    3  6.546877 0.586213 SUCCESS 102
110010100    1    3    5    0    7    2    2    3 12.317134 0.137605 SUCCESS 103
110011000    0    3    2    6    2    2    4    4  8.080463 0.425650 SUCCESS 104
110011010    2    3    4    2    1    2    3    2  2.894955 0.940776 SUCCESS 105
110100000    2    5    3    6    5    1    2    4  8.736927 0.364972 SUCCESS 106
110100010    2    2    3    0    4    5    0    2  8.836224 0.356300 SUCCESS 107
110100100    2    1    3    2    4    4    3    4  3.137681 0.925422 SUCCESS 108
110101000    7    5    2    1    2    3    1    0 13.607995 0.092573 SUCCESS 109
110101010    1    5    3    5    2    5    6    1 10.855262 0.210036 SUCCESS 110
110101100    5    1    1    5    3    1    4    2  7.666726 0.466683 SUCCESS 111
110110000    2    1    5    6    1    4    2    2  8.786575 0.360619 SUCCESS 112
110110010    3    4    3    4    2    3    0    4  4.549904 0.804420 SUCCESS 113
110110100    5    3    2    0    6    3    2    5 10.027787 0.263081 SUCCESS 114
110111000    4    3    4    4    5    4    5    2  5.035356 0.753791 SUCCESS 115
110111010    6    5    3    4    4    1    2    1  8.615564 0.375756 SUCCESS 116
110111100    0    1    3    3    2    0    2    1  9.178246 0.327483 SUCCESS 117
111000000    2    3    3    5    3    6    4    7 11.511725 0.174355 SUCCESS 118
111000010    3    3    4    1    4    1    4    1  5.134653 0.743092 SUCCESS 119
111000100    8    4    3    2    4    1    5    0 16.090419 0.041104 SUCCESS 120
111000110    2    3    2    3    5    5    5    3  5.206368 0.735309 SUCCESS 121
111001000    3    4    2    5    3    3    2    4  2.966669 0.936432 SUCCESS 122
111001010    2    3    1    1    4    1    0    3  7.595011 0.473995 SUCCESS 123
111001100    0    2    4    3    1    2    3    3  5.305665 0.724462 SUCCESS 124
111010000    3    5    2    3    1    3    4    3  3.551418 0.895163 SUCCESS 125
111010010    3    1    4    5    1    1    4    6  9.614050 0.293166 SUCCESS 126
111010100    5    4    3    0    2    3    3    2  5.548391 0.697673 SUCCESS 127
111010110    8    1    1    3    3    3    2    6 15.384307 0.052090 SUCCESS 128
111011000    3    2    2    4    1    5    4    3  4.257530 0.833173 SUCCESS 129
111011010    7    2    4    2    3    4    3    1  8.615564 0.375756 SUCCESS 130
111011100    5    4    4    3    4    2    5    5  6.155205 0.629851 SUCCESS 131
111100000    1    6    2    2    1    2    5    5  9.906424 0.271655 SUCCESS 132
111100010    3    2    0    2    2    2    3    0  7.181274 0.517207 SUCCESS 133
111100100    2    0    1    4    3    2    3    2  5.598039 0.692156 SUCCESS 134
111100110    2    3    3    4    0    0    1    3  8.008749 0.432616 SUCCESS 135
111101000    2    2    1    0    3    3    3    2  5.184302 0.737708 SUCCESS 136
111101010    2    6    1    0    2    2    5    1 11.368296 0.181691 SUCCESS 137
111101100    1    2    0    4    1    4    0    3  9.713347 0.285724 SUCCESS 138
111101110    5    3    5    4    3    2    5    1  6.618591 0.578286 SUCCESS 139
111110000    3    5    2    2    2    2    6    5  7.617077 0.471739 SUCCESS 140
111110010    3    2    2    1    2    1    3    3  3.479704 0.900759 SUCCESS 141
111110100    3    3    3    1    3    4    2    6  5.377379 0.716584 SUCCESS 142
111110110    2    0    4    3    1    6    0    3 11.368296 0.181691 SUCCESS 143
111111000    4    3    1    3    2    2    3    2  2.602580 0.956776 SUCCESS 144
111111010    2    3    2    0    3    2    3    2  4.185815 0.839981 SUCCESS 145
111111100    1    2    2    2    1    3    2    4  4.185815 0.839981 SUCCESS 146
111111110    1    1    3    2    0    5    0    2 10.711833 0.218568 SUCCESS 147

